field_id,source_file,source_section,total_visible_records,populated_count,blank_count,expected_missing_count,not_exposed_count,inferred_only_count,unknown_missing_count,not_claimable_count,count_rule,count_status,confidence,notes
"lowConfidenceRows.sourceFilePath","data/internal-telemetry/telemetry-dashboard-export.json","lowConfidenceRows","40","40","0","0","0","0","0","0","Count visible values in available bundled export only; blank means null, undefined, or empty string; no category recount performed.","FIELD_OBSERVED_IN_AVAILABLE_EXPORT","medium","Array field counted across visible rows in bundled export section lowConfidenceRows; not a raw row-level completeness claim."
"lowConfidenceRows.exclusionReason","data/internal-telemetry/telemetry-dashboard-export.json","lowConfidenceRows","40","40","0","0","0","0","0","0","Count visible values in available bundled export only; blank means null, undefined, or empty string; no category recount performed.","FIELD_OBSERVED_IN_AVAILABLE_EXPORT","medium","Array field counted across visible rows in bundled export section lowConfidenceRows; not a raw row-level completeness claim."
"lowConfidenceRows.claimLevel","data/internal-telemetry/telemetry-dashboard-export.json","lowConfidenceRows","40","40","0","0","0","0","0","0","Count visible values in available bundled export only; blank means null, undefined, or empty string; no category recount performed.","FIELD_OBSERVED_IN_AVAILABLE_EXPORT","medium","Array field counted across visible rows in bundled export section lowConfidenceRows; not a raw row-level completeness claim."
"lowConfidenceRows.missingFieldCount","data/internal-telemetry/telemetry-dashboard-export.json","lowConfidenceRows","40","40","0","0","0","0","0","0","Count visible values in available bundled export only; blank means null, undefined, or empty string; no category recount performed.","FIELD_OBSERVED_IN_AVAILABLE_EXPORT","medium","Array field counted across visible rows in bundled export section lowConfidenceRows; not a raw row-level completeness claim."
"lowConfidenceRows.dataSourceType","data/internal-telemetry/telemetry-dashboard-export.json","lowConfidenceRows","40","40","0","0","0","0","0","0","Count visible values in available bundled export only; blank means null, undefined, or empty string; no category recount performed.","FIELD_OBSERVED_IN_AVAILABLE_EXPORT","medium","Array field counted across visible rows in bundled export section lowConfidenceRows; not a raw row-level completeness claim."
"raw missing_fields_json","data/internal-telemetry/telemetry-dashboard-export.json","absent_required_field","0","0","0","0","1","0","0","1","Field not exposed as a raw field in the available bundled export; do not infer or fabricate.","FIELD_ABSENT_FROM_AVAILABLE_EXPORT_SOURCE_LIMITED","high_for_absence_in_available_export","Required for stronger validation/recount but absent from the available dashboard-shaped bundled export."
"event_timestamp","data/internal-telemetry/telemetry-dashboard-export.json","absent_required_field","0","0","0","0","1","0","0","1","Field not exposed as a raw field in the available bundled export; do not infer or fabricate.","FIELD_ABSENT_FROM_AVAILABLE_EXPORT_SOURCE_LIMITED","high_for_absence_in_available_export","Required for stronger validation/recount but absent from the available dashboard-shaped bundled export."
"gate_owner","data/internal-telemetry/telemetry-dashboard-export.json","absent_required_field","0","0","0","0","1","0","0","1","Field not exposed as a raw field in the available bundled export; do not infer or fabricate.","FIELD_ABSENT_FROM_AVAILABLE_EXPORT_SOURCE_LIMITED","high_for_absence_in_available_export","Required for stronger validation/recount but absent from the available dashboard-shaped bundled export."
"blocked_reason","data/internal-telemetry/telemetry-dashboard-export.json","absent_required_field","0","0","0","0","1","0","0","1","Field not exposed as a raw field in the available bundled export; do not infer or fabricate.","FIELD_ABSENT_FROM_AVAILABLE_EXPORT_SOURCE_LIMITED","high_for_absence_in_available_export","Required for stronger validation/recount but absent from the available dashboard-shaped bundled export."
"forbidden_next_action","data/internal-telemetry/telemetry-dashboard-export.json","absent_required_field","0","0","0","0","1","0","0","1","Field not exposed as a raw field in the available bundled export; do not infer or fabricate.","FIELD_ABSENT_FROM_AVAILABLE_EXPORT_SOURCE_LIMITED","high_for_absence_in_available_export","Required for stronger validation/recount but absent from the available dashboard-shaped bundled export."
"provider_receipt_id","data/internal-telemetry/telemetry-dashboard-export.json","absent_required_field","0","0","0","0","1","0","0","1","Field not exposed as a raw field in the available bundled export; do not infer or fabricate.","FIELD_ABSENT_FROM_AVAILABLE_EXPORT_SOURCE_LIMITED","high_for_absence_in_available_export","Required for stronger validation/recount but absent from the available dashboard-shaped bundled export."
"requested_model raw field","data/internal-telemetry/telemetry-dashboard-export.json","absent_required_field","0","0","0","0","1","0","0","1","Field not exposed as a raw field in the available bundled export; do not infer or fabricate.","FIELD_ABSENT_FROM_AVAILABLE_EXPORT_SOURCE_LIMITED","high_for_absence_in_available_export","Required for stronger validation/recount but absent from the available dashboard-shaped bundled export."
"returned_model raw field","data/internal-telemetry/telemetry-dashboard-export.json","absent_required_field","0","0","0","0","1","0","0","1","Field not exposed as a raw field in the available bundled export; do not infer or fabricate.","FIELD_ABSENT_FROM_AVAILABLE_EXPORT_SOURCE_LIMITED","high_for_absence_in_available_export","Required for stronger validation/recount but absent from the available dashboard-shaped bundled export."
"token_input raw field","data/internal-telemetry/telemetry-dashboard-export.json","absent_required_field","0","0","0","0","1","0","0","1","Field not exposed as a raw field in the available bundled export; do not infer or fabricate.","FIELD_ABSENT_FROM_AVAILABLE_EXPORT_SOURCE_LIMITED","high_for_absence_in_available_export","Required for stronger validation/recount but absent from the available dashboard-shaped bundled export."
"token_output raw field","data/internal-telemetry/telemetry-dashboard-export.json","absent_required_field","0","0","0","0","1","0","0","1","Field not exposed as a raw field in the available bundled export; do not infer or fabricate.","FIELD_ABSENT_FROM_AVAILABLE_EXPORT_SOURCE_LIMITED","high_for_absence_in_available_export","Required for stronger validation/recount but absent from the available dashboard-shaped bundled export."
"cost_usd raw field","data/internal-telemetry/telemetry-dashboard-export.json","absent_required_field","0","0","0","0","1","0","0","1","Field not exposed as a raw field in the available bundled export; do not infer or fabricate.","FIELD_ABSENT_FROM_AVAILABLE_EXPORT_SOURCE_LIMITED","high_for_absence_in_available_export","Required for stronger validation/recount but absent from the available dashboard-shaped bundled export."
